"","district_reporting","total_settlements","school_not_attend_perc","no_edu_children_perc","children_removed_perc","no_edu_children","school_not_attend","children_removed","htr_eie_score","htr_eie_rank","htr_eie_rank_high","protect_incident_extreme_perc","protect_incident_severe_perc","gbv_incidents_perc","phys_injury_perc","no_tazkira_perc","explosive_extreme_perc","explosive_severe_perc","explosive_stress_perc","safety_rating_perc","protect_incident_extreme","protect_incident_severe","gbv_incidents","phys_injury","no_tazkira","explosive_extreme","explosive_severe","explosive_stress","safety_rating","htr_prot_score","htr_prot_rank","htr_prot_rank_high","nutrition_no_access_perc","malnut_extreme_perc","malnut_severe_perc","malnut_stress_perc","nutrition_no_access","malnut_extreme","malnut_severe","malnut_stress","malnutrition_score","htr_nut_score","htr_nut_rank","htr_nut_rank_high","unprotect_water_extreme_perc.x","unprotect_water_severe_perc.x","waste_disposal_severe_perc.x","water_no_access_perc.x","soap_access_perc.x","unprotect_water_extreme.x","unprotect_water_severe.x","waste_disposal_severe.x","water_no_access.x","soap_access.x","htr_wash_score.x","htr_wash_rank.x","htr_wash_high.x","hunger_extreme_perc","hunger_severe_perc","borrow_extreme_perc","borrow_severe_perc","reduced_food_extreme_perc","reduced_food_severe_perc","livestock_impact_extreme_perc","livestock_impact_severe_perc","ag_impact_extreme_perc","ag_impact_severe_perc","hunger_extreme","hunger_severe","borrow_extreme","borrow_severe","reduced_food_extreme","reduced_food_severe","livestock_impact_extreme","livestock_impact_severe","ag_impact_extreme","ag_impact_severe","htr_fsa_score","htr_fsa_rank","htr_fsa_rank_high","unprotect_water_extreme_perc.y","unprotect_water_severe_perc.y","waste_disposal_severe_perc.y","water_no_access_perc.y","soap_access_perc.y","unprotect_water_extreme.y","unprotect_water_severe.y","waste_disposal_severe.y","water_no_access.y","soap_access.y","htr_wash_score.y","htr_wash_rank.y","htr_wash_high.y","shelter_type_severe_perc","no_shelter_open_perc","shelter_destroyed_extreme_perc","shelter_destroyed_severe_perc","nfi_market_perc","shelter_type_severe","no_shelter_open","shelter_destroyed_extreme","shelter_destroyed_severe","nfi_market","htr_esnfi_score","htr_esnfi_rank","htr_esnfi_rank_high","more_people_died_perc","health_functioning_access_perc","health_closed_perc","birth_hospital_perc","health_prio_perc","more_people_died","health_functioning_access","health_closed","birth_hospital","health_prio","htr_health_score","htr_health_rank","htr_health_rank_high"
"49","khas_kunar",20,0.15,0,0,0,0,0,0,1,0,0.1,0.05,0.45,0.05,0,0.05,0.05,0,0.05,0,0,3,0,0,0,0,0,0,3,1,0,0.65,0.9,0.1,0,6,6,0,0,6,12,4,1,0.05,0.25,0,0.15,0.3,0,2,0,0,1,3,1,0,0.1,0.55,0.75,0.25,0.1,0.1,0.25,0.2,0,0.3,0,4,4,0,0,0,0,0,0,1,9,2,0,0.05,0.25,0,0.15,0.3,0,2,0,0,1,3,1,0,0,0.2,0,0.05,0.65,0,0,0,0,2,2,1,0,0.25,0.1,0.05,0.35,0.5,0,0,0,1,2,3,1,0
"50","khas_uruzgan",46,0.760869565217391,0.41304347826087,0.173913043478261,2,4,4,10,3,1,0.304347826086957,0.0869565217391304,0.195652173913043,0.347826086956522,0.260869565217391,0.217391304347826,0.0217391304347826,0,0.195652173913043,3,0,0,3,1,0,0,0,0,7,1,0,0.673913043478261,0.543478260869565,0.456521739130435,0,6,6,2,0,6,12,4,1,0,0.652173913043478,0.978260869565217,0.0869565217391304,0.0217391304347826,0,4,2,0,0,6,2,0,0.0434782608695652,0.0869565217391304,0.130434782608696,0.652173913043478,0.0869565217391304,0.347826086956522,0.152173913043478,0.239130434782609,0.0217391304347826,0.5,0,0,0,2,0,1,0,0,0,1,4,1,0,0,0.652173913043478,0.978260869565217,0.0869565217391304,0.0217391304347826,0,4,2,0,0,6,2,0,0.0869565217391304,0.173913043478261,0.0434782608695652,0.108695652173913,0.760869565217391,0,0,0,0,4,4,1,0,0.304347826086957,0.41304347826087,0.260869565217391,0.565217391304348,0.673913043478261,1,3,3,2,4,13,3,1
"51","khogyani",39,0.512820512820513,0.333333333333333,0.282051282051282,2,4,4,10,3,1,0.435897435897436,0.512820512820513,0.333333333333333,0.307692307692308,0.0256410256410256,0.307692307692308,0.384615384615385,0.256410256410256,0.358974358974359,3,4,3,3,0,3,2,1,2,21,3,1,0.743589743589744,0.435897435897436,0.230769230769231,0.333333333333333,6,3,0,1,1,7,3,1,0.384615384615385,0.256410256410256,0.102564102564103,0.0256410256410256,0.512820512820513,6,2,0,0,2,10,3,1,0,0.0512820512820513,0,0.41025641025641,0.0256410256410256,0.0769230769230769,0.0512820512820513,0.615384615384615,0.153846153846154,0.179487179487179,0,0,0,1,0,0,0,2,0,0,3,1,0,0.384615384615385,0.256410256410256,0.102564102564103,0.0256410256410256,0.512820512820513,6,2,0,0,2,10,3,1,0,0.0512820512820513,0,0.0769230769230769,0.897435897435897,0,0,0,0,4,4,1,0,0.102564102564103,0.846153846153846,0.0769230769230769,0.717948717948718,0.871794871794872,0,6,0,2,4,12,3,1
"52","khwaja_gahr",26,0.423076923076923,0.115384615384615,0.730769230769231,0,2,8,10,3,1,0.615384615384615,0.961538461538462,1,0.769230769230769,0,0.461538461538462,0.423076923076923,0.461538461538462,0.153846153846154,6,4,6,6,0,3,2,1,0,28,3,1,1,0,0.884615384615385,0.115384615384615,6,0,4,0,4,10,4,1,0.5,0,0.923076923076923,0.461538461538462,0,6,0,2,3,0,11,3,1,0,0.807692307692308,0.230769230769231,0.653846153846154,0.461538461538462,0.5,0.807692307692308,0.0384615384615385,0,0.269230769230769,0,4,0,2,2,1,6,0,0,1,16,2,0,0.5,0,0.923076923076923,0.461538461538462,0,6,0,2,3,0,11,3,1,0,0.346153846153846,0.0384615384615385,0.0769230769230769,0.0384615384615385,0,1,0,0,0,1,1,0,0.230769230769231,0.0769230769230769,0,0.153846153846154,0.961538461538462,0,0,0,0,4,4,1,0
"53","khwaja_sabz_posh",20,0.35,0.3,0.55,2,2,8,12,4,1,0.8,0.85,0.55,1,0.1,0.8,0.8,0.15,0.05,6,4,6,6,0,6,4,0,0,32,4,1,1,0.15,0.55,0.3,6,0,4,1,4,10,4,1,0.15,0,0.55,0.35,0.5,0,0,1,3,1,5,2,0,0,0.6,0.05,0.25,0,0.05,1,0,0.25,0.2,0,4,0,0,0,0,6,0,0,0,10,2,0,0.15,0,0.55,0.35,0.5,0,0,1,3,1,5,2,0,0,0.4,0.25,0.4,1,0,1,0,2,4,7,2,0,0.4,0.9,0.1,0.1,0.9,1,6,0,0,4,11,3,1
"54","kot",14,0.285714285714286,0.142857142857143,0,0,2,0,2,1,0,0,0.0714285714285714,0,0,0,0,0.0714285714285714,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.285714285714286,0.357142857142857,0.357142857142857,6,3,2,1,2,8,3,1,0,0.142857142857143,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.857142857142857,0.0714285714285714,0.714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143,0.0714285714285714,0,4,4,0,4,0,0,1,0,0,13,2,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,1,0,0,0.142857142857143,0,0,1,0,0,0,0,4,4,1,0,0.357142857142857,0.428571428571429,0,0.142857142857143,0.357142857142857,1,3,0,0,2,6,2,0
"55","lashkargah",33,0.909090909090909,0,0.333333333333333,0,4,8,12,4,1,0.393939393939394,0.484848484848485,0.636363636363636,0.333333333333333,0,0.454545454545455,0.272727272727273,0.303030303030303,0.363636363636364,3,2,6,3,0,3,2,1,2,22,3,1,0.666666666666667,0.121212121212121,0.272727272727273,0.515151515151515,6,0,2,2,2,8,3,1,0.393939393939394,0.0909090909090909,0.818181818181818,0,0.121212121212121,6,0,2,0,0,8,2,0,0,0.151515151515152,0.0303030303030303,0.303030303030303,0.0606060606060606,0.363636363636364,0.303030303030303,0.0303030303030303,0,0.272727272727273,0,0,0,1,0,1,3,0,0,1,6,1,0,0.393939393939394,0.0909090909090909,0.818181818181818,0,0.121212121212121,6,0,2,0,0,8,2,0,0.0303030303030303,0,0,0.0606060606060606,0.181818181818182,0,0,0,0,0,0,1,0,0.121212121212121,0,0.333333333333333,0.757575757575758,0.515151515151515,0,0,3,2,4,9,3,1
"56","marawara",15,0.333333333333333,0.133333333333333,0.133333333333333,0,2,0,2,1,0,0.266666666666667,0.2,0.266666666666667,0.133333333333333,0,0.333333333333333,0.4,0.0666666666666667,0.133333333333333,3,0,3,0,0,3,2,0,0,11,2,0,1,0.333333333333333,0.2,0.4,6,3,0,1,1,7,3,1,0.266666666666667,0.133333333333333,0.4,0.2,0.2,3,0,0,0,0,3,1,0,0.266666666666667,0.4,0.6,0.333333333333333,0.333333333333333,0.333333333333333,0.2,0.133333333333333,0.333333333333333,0.133333333333333,4,4,4,1,2,1,0,0,2,0,18,2,0,0.266666666666667,0.133333333333333,0.4,0.2,0.2,3,0,0,0,0,3,1,0,0.0666666666666667,0.133333333333333,0,0.133333333333333,0.933333333333333,0,0,0,0,4,4,1,0,0.666666666666667,0.6,0,0.333333333333333,0.733333333333333,2,6,0,1,4,13,3,1
"57","maruf",77,1,0.987012987012987,0.038961038961039,4,4,0,8,3,1,0.844155844155844,0.74025974025974,0.0779220779220779,0.168831168831169,0,0.181818181818182,0.909090909090909,0.38961038961039,0.415584415584416,6,4,0,0,0,0,4,1,2,17,2,0,0.909090909090909,0.025974025974026,0.636363636363636,0.337662337662338,6,0,4,1,4,10,4,1,0.038961038961039,0.701298701298701,1,0.012987012987013,0.792207792207792,0,4,2,0,2,8,2,0,0,0.428571428571429,0.116883116883117,0.506493506493506,0,0.298701298701299,0.519480519480519,0.0909090909090909,0.116883116883117,0.324675324675325,0,4,0,2,0,1,6,0,0,1,14,2,0,0.038961038961039,0.701298701298701,1,0.012987012987013,0.792207792207792,0,4,2,0,2,8,2,0,0.038961038961039,0.116883116883117,0,0.025974025974026,0.974025974025974,0,0,0,0,4,4,1,0,0.337662337662338,0.922077922077922,0.025974025974026,0.909090909090909,0.961038961038961,1,6,0,2,4,13,3,1
"58","maywand",44,0.886363636363636,0.886363636363636,0,4,4,0,8,3,1,0.795454545454545,0.454545454545455,0.0227272727272727,0.340909090909091,0.386363636363636,0.409090909090909,0.681818181818182,0.0454545454545455,0.25,6,2,0,3,1,3,4,0,0,19,2,0,0.886363636363636,0.636363636363636,0.272727272727273,0.0909090909090909,6,6,2,0,6,12,4,1,0,0,0.954545454545455,0.0681818181818182,0.5,0,0,2,0,1,3,1,0,0,0.0909090909090909,0.227272727272727,0.636363636363636,0.340909090909091,0.522727272727273,0.159090909090909,0.659090909090909,0.181818181818182,0.545454545454545,0,0,0,2,2,2,0,2,0,2,10,2,0,0,0,0.954545454545455,0.0681818181818182,0.5,0,0,2,0,1,3,1,0,0,0.0227272727272727,0.0454545454545455,0.136363636363636,0.409090909090909,0,0,0,0,0,0,1,0,0.0909090909090909,0.931818181818182,0,0.886363636363636,0.840909090909091,0,6,0,2,4,12,3,1
"59","mohammad_agha",38,0.842105263157895,0.947368421052632,0.157894736842105,4,4,4,12,4,1,1,0.947368421052632,0.131578947368421,0.842105263157895,0,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.657894736842105,6,4,0,6,0,0,0,0,4,20,2,0,0.842105263157895,0,0.210526315789474,0.736842105263158,6,0,0,2,2,8,3,1,0.0526315789473684,0.184210526315789,1,0,0.0263157894736842,0,2,2,0,0,4,1,0,0,0,0.131578947368421,0.289473684210526,0,0.0263157894736842,0,0.210526315789474,0.184210526315789,0.552631578947368,0,0,0,1,0,0,0,0,0,2,3,1,0,0.0526315789473684,0.184210526315789,1,0,0.0263157894736842,0,2,2,0,0,4,1,0,0,0.131578947368421,0.0789473684210526,0.0789473684210526,0.657894736842105,0,0,0,0,2,2,1,0,0,0.342105263157895,0.842105263157895,0.421052631578947,0.5,0,3,6,1,2,12,3,1
"60","muhmand_dara",17,0.470588235294118,0.235294117647059,0,0,2,0,2,1,0,0,0.0588235294117647,0,0.0588235294117647,0,0.117647058823529,0.0588235294117647,0.117647058823529,0,0,0,0,0,0,0,0,0,0,0,1,0,0.764705882352941,0.470588235294118,0.352941176470588,0.176470588235294,6,3,2,0,2,8,3,1,0,0,0,0.176470588235294,0.0588235294117647,0,0,0,0,0,0,1,0,0,0.411764705882353,0.235294117647059,0.588235294117647,0.352941176470588,0.529411764705882,0,0.0588235294117647,0,0,0,4,0,2,2,2,0,0,0,0,10,2,0,0,0,0,0.176470588235294,0.0588235294117647,0,0,0,0,0,0,1,0,0,0.235294117647059,0,0,0.823529411764706,0,0,0,0,4,4,1,0,0,0.235294117647059,0.0588235294117647,0.705882352941177,0.823529411764706,0,0,0,2,4,6,2,0
"61","muqur_badghis",12,0.583333333333333,0.0833333333333333,0.5,0,4,8,12,4,1,0.5,0.666666666666667,0,0.333333333333333,0.166666666666667,0.0833333333333333,0.25,0.166666666666667,0.0833333333333333,3,4,0,3,0,0,0,0,0,10,1,0,0.75,0,0.5,0.333333333333333,6,0,2,1,2,8,3,1,0.166666666666667,0.333333333333333,0.833333333333333,0.166666666666667,0,3,4,2,0,0,9,3,1,0.0833333333333333,0.0833333333333333,0,0.416666666666667,0,0,0,0,0.0833333333333333,0.333333333333333,0,0,0,1,0,0,0,0,0,1,2,1,0,0.166666666666667,0.333333333333333,0.833333333333333,0.166666666666667,0,3,4,2,0,0,9,3,1,0.0833333333333333,0.666666666666667,0,0,0.583333333333333,0,2,0,0,2,4,1,0,0.583333333333333,0.5,0.0833333333333333,0.666666666666667,0.5,2,3,0,2,2,9,3,1
"62","muqur_ghazni",29,0.827586206896552,0.206896551724138,0.275862068965517,0,4,4,8,3,1,0.482758620689655,0.344827586206897,0.241379310344828,0.241379310344828,0.0344827586206897,0.137931034482759,0.275862068965517,0,0.103448275862069,3,2,0,0,0,0,2,0,0,7,1,0,0.862068965517241,0.0344827586206897,0.206896551724138,0.620689655172414,6,0,0,2,2,8,3,1,0,0,0.758620689655172,0.206896551724138,0,0,0,2,0,0,2,1,0,0,0.206896551724138,0,0.206896551724138,0,0.0344827586206897,0.0344827586206897,0.0344827586206897,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0.758620689655172,0.206896551724138,0,0,0,2,0,0,2,1,0,0,0.0344827586206897,0,0,0.586206896551724,0,0,0,0,2,2,1,0,0.275862068965517,0.0689655172413793,0.103448275862069,0.172413793103448,0.724137931034483,1,0,0,0,4,5,2,0
"63","musa_qala",27,1,0.962962962962963,0.185185185185185,4,4,4,12,4,1,0.62962962962963,0.555555555555556,0.962962962962963,1,0.962962962962963,1,0.037037037037037,0,0.962962962962963,6,4,6,6,2,6,0,0,4,34,4,1,0.962962962962963,0.037037037037037,0.851851851851852,0.111111111111111,6,0,4,0,4,10,4,1,0.037037037037037,0,0.037037037037037,0,0.814814814814815,0,0,0,0,2,2,1,0,0,0.851851851851852,0.111111111111111,0.888888888888889,0.148148148148148,0.851851851851852,0.037037037037037,0,0,0,0,4,0,2,0,2,0,0,0,0,8,1,0,0.037037037037037,0,0.037037037037037,0,0.814814814814815,0,0,0,0,2,2,1,0,0,0,0,0,0.962962962962963,0,0,0,0,4,4,1,0,0,0.925925925925926,0.296296296296296,0.962962962962963,0.555555555555556,0,6,3,2,4,15,4,1
"64","nad_e_ali",16,0.625,0.375,0.125,2,4,0,6,2,0,0.8125,0.5,0.6875,0.8125,0.5,0.5,0.125,0,0.0625,6,2,6,6,1,3,0,0,0,24,3,1,0.25,0.0625,0.8125,0.125,0,0,4,0,4,4,2,0,0.9375,0,1,0,0,6,0,2,0,0,8,2,0,0,0,0,0,0,0.0625,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9375,0,1,0,0,6,0,2,0,0,8,2,0,0,0.0625,0.0625,0.0625,0.6875,0,0,0,0,2,2,1,0,0.0625,0.125,0.25,0.875,0.625,0,0,0,2,4,6,2,0
"65","nahr_e_seraj",69,0.768115942028985,0.304347826086957,0.420289855072464,2,4,8,14,4,1,0.956521739130435,0.72463768115942,0.463768115942029,0.927536231884058,0.115942028985507,0.652173913043478,0.985507246376812,0.391304347826087,0.115942028985507,6,4,3,6,0,6,4,1,0,30,3,1,0.36231884057971,0.159420289855072,0.304347826086957,0.536231884057971,3,0,2,2,2,5,2,0,0.0144927536231884,0.188405797101449,0.782608695652174,0.101449275362319,0.115942028985507,0,2,2,0,0,4,1,0,0,0.0579710144927536,0,0.376811594202899,0.0144927536231884,0.608695652173913,0.246376811594203,0.0579710144927536,0.0144927536231884,0.304347826086957,0,0,0,1,0,2,0,0,0,1,4,1,0,0.0144927536231884,0.188405797101449,0.782608695652174,0.101449275362319,0.115942028985507,0,2,2,0,0,4,1,0,0,0.072463768115942,0,0.27536231884058,0.579710144927536,0,0,0,2,2,4,1,0,0.855072463768116,0,0.115942028985507,0.695652173913043,0.927536231884058,2,0,0,2,4,8,2,0
"66","nawzad",45,1,0.955555555555556,0.2,4,4,4,12,4,1,0.866666666666667,0.733333333333333,0.511111111111111,0.511111111111111,0.688888888888889,0.533333333333333,0.666666666666667,0.2,0.555555555555556,6,4,6,6,2,6,4,0,4,38,4,1,0.977777777777778,0.511111111111111,0.311111111111111,0.177777777777778,6,6,2,0,6,12,4,1,0.0666666666666667,0.266666666666667,1,0.0222222222222222,0.222222222222222,0,2,2,0,0,4,1,0,0,0.511111111111111,0,0.288888888888889,0,0.244444444444444,0.2,0.288888888888889,0.0444444444444444,0.155555555555556,0,4,0,1,0,0,0,1,0,0,6,1,0,0.0666666666666667,0.266666666666667,1,0.0222222222222222,0.222222222222222,0,2,2,0,0,4,1,0,0.111111111111111,0.133333333333333,0.0222222222222222,0.155555555555556,0.866666666666667,0,0,0,0,4,4,1,0,0.0444444444444444,0.577777777777778,0.2,1,0.755555555555556,0,6,0,2,4,12,3,1
"67","nesh",11,1,1,1,4,4,8,16,4,1,0.454545454545455,0.272727272727273,0.727272727272727,0,0.272727272727273,0.909090909090909,0.181818181818182,0,0.363636363636364,3,2,6,0,1,6,0,0,2,20,2,0,0.454545454545455,0.363636363636364,0.363636363636364,0.272727272727273,3,3,2,1,2,5,2,0,0.545454545454545,0.363636363636364,0.909090909090909,0,0.727272727272727,6,4,2,0,2,14,3,1,0,0.272727272727273,0,1,0,0.909090909090909,0,0.0909090909090909,0,0.909090909090909,0,2,0,2,0,2,0,0,0,2,8,1,0,0.545454545454545,0.363636363636364,0.909090909090909,0,0.727272727272727,6,4,2,0,2,14,3,1,0,0.0909090909090909,0.0909090909090909,0,0.545454545454545,0,0,0,0,2,2,1,0,0,0.818181818181818,0,0.454545454545455,0.818181818181818,0,6,0,1,4,11,3,1
"68","pasaband",49,0.857142857142857,0.591836734693878,0.755102040816326,4,4,8,16,4,1,0.897959183673469,0.836734693877551,0.755102040816326,0.63265306122449,0,0.653061224489796,0.73469387755102,0.612244897959184,0.224489795918367,6,4,6,6,0,6,4,2,0,34,4,1,0.877551020408163,0.0408163265306122,0.285714285714286,0.591836734693878,6,0,2,2,2,8,3,1,0.408163265306122,0.530612244897959,1,0.36734693877551,0.448979591836735,6,4,2,3,1,16,4,1,0,0.183673469387755,0.0816326530612245,0.755102040816326,0.122448979591837,0.693877551020408,0.0408163265306122,0.755102040816326,0.0204081632653061,0.469387755102041,0,2,0,2,0,2,0,2,0,1,9,2,0,0.408163265306122,0.530612244897959,1,0.36734693877551,0.448979591836735,6,4,2,3,1,16,4,1,0.0408163265306122,0.306122448979592,0,0.0204081632653061,0.918367346938776,0,1,0,0,4,5,2,0,0.510204081632653,0.795918367346939,0.183673469387755,0.918367346938776,0.816326530612245,2,6,0,2,4,14,3,1
"69","pashtun_kot",57,0.842105263157895,0.578947368421053,0.824561403508772,4,4,8,16,4,1,0.964912280701754,1,0.666666666666667,0.649122807017544,0.543859649122807,0.473684210526316,0.508771929824561,0.368421052631579,0.087719298245614,6,4,6,6,2,3,4,1,0,32,4,1,0.982456140350877,0.0701754385964912,0.421052631578947,0.491228070175439,6,0,2,1,2,8,3,1,0.280701754385965,0.192982456140351,0.929824561403509,0.087719298245614,0.631578947368421,3,2,2,0,2,9,3,1,0.0701754385964912,0.175438596491228,0.157894736842105,0.43859649122807,0.140350877192982,0.508771929824561,0.192982456140351,0.491228070175439,0.0526315789473684,0.263157894736842,0,2,0,1,0,2,0,1,0,1,7,1,0,0.280701754385965,0.192982456140351,0.929824561403509,0.087719298245614,0.631578947368421,3,2,2,0,2,9,3,1,0.12280701754386,0.859649122807018,0.0350877192982456,0.087719298245614,0.929824561403509,0,2,0,0,4,6,2,0,0.350877192982456,0.421052631578947,0.666666666666667,0.87719298245614,0.456140350877193,1,3,6,2,2,14,3,1
"70","pul_e_khumri",44,0.727272727272727,0,0.840909090909091,0,4,8,12,4,1,1,0.977272727272727,0.954545454545455,0.931818181818182,0,0.909090909090909,1,0.0227272727272727,0.363636363636364,6,4,6,6,0,6,4,0,2,34,4,1,0.931818181818182,0,0,0.954545454545455,6,0,0,2,2,8,3,1,0.272727272727273,0.136363636363636,0.659090909090909,0,0,3,0,1,0,0,4,1,0,0,0,0,0,0,0,0.909090909090909,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1,0,0.272727272727273,0.136363636363636,0.659090909090909,0,0,3,0,1,0,0,4,1,0,0.386363636363636,0.227272727272727,0.0454545454545455,0.363636363636364,0.522727272727273,2,0,0,2,2,6,2,0,0.909090909090909,0.340909090909091,0.363636363636364,0.522727272727273,0.0227272727272727,2,3,3,2,0,10,3,1
"71","pur_chaman",63,0.825396825396825,0.412698412698413,0.555555555555556,2,4,8,14,4,1,0.73015873015873,0.984126984126984,0.380952380952381,0.349206349206349,0.158730158730159,0.111111111111111,0.126984126984127,0.111111111111111,0.301587301587302,6,4,3,3,0,0,0,0,2,18,2,0,0.73015873015873,0.126984126984127,0.317460317460317,0.238095238095238,6,0,2,0,2,8,3,1,0.142857142857143,0.793650793650794,0.714285714285714,0.238095238095238,0.174603174603175,0,4,1,0,0,5,2,0,0.0158730158730159,0.222222222222222,0.206349206349206,0.444444444444444,0.0793650793650794,0.507936507936508,0.46031746031746,0.111111111111111,0.174603174603175,0.142857142857143,0,2,0,1,0,2,3,0,0,0,8,1,0,0.142857142857143,0.793650793650794,0.714285714285714,0.238095238095238,0.174603174603175,0,4,1,0,0,5,2,0,0.253968253968254,0.46031746031746,0.0158730158730159,0.0476190476190476,0.825396825396825,0,1,0,0,4,5,2,0,0.0793650793650794,0.53968253968254,0.174603174603175,0.523809523809524,0.619047619047619,0,6,0,2,4,12,3,1
"72","pusht_rod",12,0.916666666666667,0.583333333333333,0.75,4,4,8,16,4,1,0.5,0.5,0.916666666666667,0.166666666666667,0,0,0.0833333333333333,0,0.333333333333333,3,2,6,0,0,0,0,0,2,13,2,0,0.916666666666667,0,0.0833333333333333,0.333333333333333,6,0,0,1,1,7,3,1,0,0,1,0,0.583333333333333,0,0,2,0,2,4,1,0,0,0,0,0,0,0,0.25,0.0833333333333333,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.583333333333333,0,0,2,0,2,4,1,0,0,0.166666666666667,0,0,1,0,0,0,0,4,4,1,0,0,0.833333333333333,0,0,0.916666666666667,0,6,0,0,4,10,3,1
"73","qaisar",43,0.697674418604651,0.325581395348837,0.906976744186046,2,4,8,14,4,1,0.744186046511628,0.953488372093023,0.674418604651163,0.488372093023256,0.0697674418604651,0.372093023255814,0.511627906976744,0.534883720930233,0.116279069767442,6,4,6,3,0,3,4,2,0,28,3,1,0.837209302325581,0.0232558139534884,0.186046511627907,0.767441860465116,6,0,0,2,2,8,3,1,0.13953488372093,0.116279069767442,0.976744186046512,0.186046511627907,0,0,0,2,0,0,2,1,0,0.0697674418604651,0.209302325581395,0.0697674418604651,0.395348837209302,0.27906976744186,0.465116279069767,0.13953488372093,0.441860465116279,0.13953488372093,0.325581395348837,0,2,0,1,2,1,0,1,0,1,8,1,0,0.13953488372093,0.116279069767442,0.976744186046512,0.186046511627907,0,0,0,2,0,0,2,1,0,0.0465116279069767,0.581395348837209,0.0697674418604651,0.13953488372093,0.255813953488372,0,2,0,0,0,2,1,0,0.372093023255814,0.27906976744186,0.488372093023256,0.255813953488372,0.441860465116279,1,3,3,1,2,10,3,1
